region;code_de_la_region;nom_du_departement;code_du_departement;geo_point_2d;geo_shape
Occitanie;76;Gers;32;43.59634071408574, 0.6294515394537163;"{""coordinates"": [[0.633848399739963, 43.613572605626864, 201.8319502118975], [0.625054679167469, 43.57910882254462, 153.38455027434975]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.417787413206185, -0.6319446256605826;"{""coordinates"": [[-0.632143321041362, 43.41786036312951, -4.9432739615e-05], [-0.631745930279803, 43.41771446328286, -4.9429945648e-05]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.46526288512399, 1.980613380053084;"{""coordinates"": [[1.980620303288102, 43.46525880821452, 199.85145048238337], [1.980606456818066, 43.46526696203346, 201.59295048285276]], ""type"": ""LineString""}"
Occitanie;76;Hautes-Pyrénées;65;43.28974795016144, 0.06644511190336486;"{""coordinates"": [[0.066477400759875, 43.289535371608785, 268.8439508052543], [0.066412823046854, 43.28996052871409, 270.2119508041069]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.453872613801906, -0.4071415619557922;"{""coordinates"": [[-0.407070472958358, 44.45385703164609, 40.150948675349355], [-0.407212650953226, 44.453888195957724, 41.80894867423922]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.59751089911346, -0.43796937248287615;"{""coordinates"": [[-0.511136952053532, 43.53203154581721, 151.6509503601119], [-0.36480179291222, 43.662990252409706, 161.26695012208074]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;43.87565934832214, 1.9154377983170385;"{""coordinates"": [[1.915659905910954, 43.87563531275293, -5.0267204642e-05], [1.915215690723123, 43.87568338389135, -5.0267204642e-05]], ""type"": ""LineString""}"
Occitanie;76;Hautes-Pyrénées;65;43.10723995404555, 0.4705900482826093;"{""coordinates"": [[0.377173764152344, 43.08946879769122, 646.2449511736631], [0.564006332412875, 43.12501111039988, 524.7549511045218]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.32537352411102, 1.9650514275894049;"{""coordinates"": [[1.965051672267631, 43.325373795001276, 173.25995073933154], [1.965051182911179, 43.32537325322077, 173.33995073940605]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;43.931586648718095, 2.1945904001831398;"{""coordinates"": [[2.194548976402685, 43.93169430082379, 181.1419496294111], [2.194631823963594, 43.93147899661239, 183.87394962925464]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.03130858036562, 0.6755784325494645;"{""coordinates"": [[0.675570072595208, 44.03097202302733, -5.0551258028e-05], [0.675586792503721, 44.0316451377039, -5.0551258028e-05]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.91664696708841, 0.6246397657338429;"{""coordinates"": [[0.624639955999022, 43.91682377650733, -5.0341710448e-05], [0.624639575468664, 43.916470157669494, -5.0341710448e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.33840216818374, -0.38293634679972255;"{""coordinates"": [[-0.382994810260493, 43.338421957922534, 206.265950714238], [-0.382877883338952, 43.33838237844495, 205.96195071563125]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.384617926768385, 1.4698230263445062;"{""coordinates"": [[1.470018836974666, 43.384693167135424, -4.9370341003e-05], [1.469627215714347, 43.38454268640135, -4.9371272326e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.41426175583395, -0.20243417262781543;"{""coordinates"": [[-0.202602362533034, 44.414243523177106, -5.1253475249e-05], [-0.202265982722597, 44.41427998849078, -5.1252543926e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.24479926150538, -0.2981758064122675;"{""coordinates"": [[-0.298088041617148, 43.24487563937113, -4.9115158617e-05], [-0.298263571207387, 43.24472288363962, -4.9115158617e-05]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.10780587377724, 0.7387962348817827;"{""coordinates"": [[0.745968401666832, 43.10902042800113, 363.4033511336893], [0.731624068096734, 43.10659131955335, 371.3679511388764]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.84021396217969, -0.35671453720595975;"{""coordinates"": [[-0.314936902342828, 44.841786481655085, 31.43894796539098], [-0.398492172069091, 44.838641442704294, 65.03494796995074]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.725039863106815, -1.1628203990073367;"{""coordinates"": [[-1.13567729218054, 43.6749109331539, 6.711950100958347], [-1.189963505834133, 43.77516879305973, 43.390949917025864]], ""type"": ""LineString""}"
Auvergne-Rhône-Alpes;84;Cantal;15;44.683154997371894, 2.248379603136672;"{""coordinates"": [[2.24840874499412, 44.68305086907154, -5.1745213568e-05], [2.248350461279224, 44.683259125672244, -5.1744282246e-05]], ""type"": ""LineString""}"
Occitanie;76;Aveyron;12;44.33200189389954, 1.880560985663175;"{""coordinates"": [[1.791087651947948, 44.27549582648365, 318.0709490021691], [1.970034319378402, 44.388507961315426, 372.9779487969354]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.07034799309717, 0.948065581130934;"{""coordinates"": [[0.948218793805509, 43.07043981595542, 308.51395120471716], [0.947912368456359, 43.070256170238935, 312.257951204665]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;44.007271491554164, 0.34986495908695214;"{""coordinates"": [[0.349628536706203, 44.0073648130727, 72.17594949156046], [0.350101381467701, 44.00717817003562, 75.31094949133694]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;45.09374213309257, -0.639567342723207;"{""coordinates"": [[-0.639456059043391, 45.09387811021831, -5.2496790886e-05], [-0.639678626403024, 45.09360615596681, -5.2493996918e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.782113702518636, -0.22168808013951907;"{""coordinates"": [[-0.221921255268842, 43.782051755906025, -5.0097703934e-05], [-0.221454905010196, 43.78217564913125, -5.0096772611e-05]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.1722902414923, 0.9657666157602035;"{""coordinates"": [[0.965755097368321, 43.17225832748276, 274.13395101670176], [0.965778134152086, 43.17232215550184, 271.64445101842284]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.55368293607197, -1.0796692271521786;"{""coordinates"": [[-1.079879597695278, 43.55363961004131, -4.968047142e-05], [-1.07945885660908, 43.553726262102636, -4.968047142e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.32050010296638, -0.28659439056513664;"{""coordinates"": [[-0.286438015886719, 43.32044783261658, -4.9252063036e-05], [-0.286750765243554, 43.32055237331618, -4.9252063036e-05]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;43.795006181697794, 1.76181503034146;"{""coordinates"": [[1.761920639732344, 43.79510862441239, -5.0120055676e-05], [1.761709420950576, 43.794903738983194, -5.0120055676e-05]], ""type"": ""LineString""}"
Occitanie;76;Ariège;9;43.074082836606394, 1.7124009958373962;"{""coordinates"": [[1.766526096687404, 43.072976437422085, 297.0469511989504], [1.658275894987388, 43.0751892357907, -4.8804096878e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.84030692218052, -0.8282323211691247;"{""coordinates"": [[-0.828269086256445, 43.840401805327325, -5.0203874707e-05], [-0.828195556081804, 43.840212039033716, -5.0202012062e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.32314815733274, 0.08426689624905838;"{""coordinates"": [[0.083430819510244, 44.322331561234385, 66.58894891478121], [0.085102972987873, 44.3239647534311, 63.567948911339045]], ""type"": ""LineString""}"
Occitanie;76;Ariège;9;43.078112984281816, 1.8375955960131285;"{""coordinates"": [[1.908663788736512, 43.08324981301582, 309.5589511813596], [1.766527403289745, 43.07297615554781, 296.92295120097697]], ""type"": ""LineString""}"
Occitanie;76;Hautes-Pyrénées;65;43.15308041518175, 0.2603594016287521;"{""coordinates"": [[0.260476479382525, 43.152981457003904, -4.8947520554e-05], [0.260242323874979, 43.15317937335959, -4.8948451877e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.20722794910397, 0.6013143924996841;"{""coordinates"": [[0.60132351492768, 44.207230563207666, 46.71994912531227], [0.601305270071689, 44.20722533500027, 46.71994912531227]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.68906346371587, -0.5678195743011734;"{""coordinates"": [[-0.5192643771256, 44.696146033566805, 32.15994823165238], [-0.616374771476746, 44.68198089386494, 59.80994825810194]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.48534393866714, -0.9329849964335889;"{""coordinates"": [[-0.933130958780548, 43.485323068450384, -4.9554742873e-05], [-0.93283903408663, 43.4853648088839, -4.955381155e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.99432820967993, -0.2750707746807133;"{""coordinates"": [[-0.274666008941959, 43.99431097011323, -5.0484202802e-05], [-0.275475540419468, 43.99434544924662, -5.0484202802e-05]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;43.774575882008676, 2.001018332205117;"{""coordinates"": [[2.000842341287349, 43.77458961480214, -5.0083734095e-05], [2.001194323122884, 43.77456214921522, -5.0080940127e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.32818255115492, -0.6930603832198186;"{""coordinates"": [[-0.692945331777436, 43.327996166934845, -4.9266964197e-05], [-0.693175434662201, 43.32836893537499, -4.926789552e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.53746799913419, -1.0661574794684912;"{""coordinates"": [[-1.065986342426913, 43.53741121424456, -4.9648806453e-05], [-1.06632861651007, 43.53752478402384, -4.9648806453e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;44.02645918901838, -0.2782598950556935;"{""coordinates"": [[-0.262526111795994, 43.94212981763113, 98.35894961189479], [-0.291553750760704, 44.07750277778337, 81.0409493651241], [-0.274678583225339, 44.10791528185243, 91.72994930949062]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.03003952028068, 0.3642684362467225;"{""coordinates"": [[0.363796736904359, 44.030070710219945, -5.0549395382e-05], [0.364740135589086, 44.03000833034141, -5.054846406e-05]], ""type"": ""LineString""}"
Occitanie;76;Hautes-Pyrénées;65;43.474336964645396, 0.023160171954067662;"{""coordinates"": [[0.023187655288345, 43.47427488146898, 174.36795046553016], [0.023132688619791, 43.47439904782181, 174.25895046442747]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.3291286515224, -0.3570814791166671;"{""coordinates"": [[-0.382961086246608, 43.33832797212893, 204.04925071448088], [-0.331201871986726, 43.319929330915876, 218.88745074998587]], ""type"": ""LineString""}"
Occitanie;76;Pyrénées-Orientales;66;42.853935363454056, 2.9252512288403394;"{""coordinates"": [[2.925353828777781, 42.85386247499922, -4.8401765525e-05], [2.925148628902897, 42.8540082519089, -4.8401765525e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.49040307531224, -1.4680479809141855;"{""coordinates"": [[-1.467993663198708, 43.4904823810852, 4.401950436644256], [-1.468102298629664, 43.49032376953925, 5.87895043566823]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.74896943796857, -0.027845597728494726;"{""coordinates"": [[-0.02750878272414, 43.74888794309382, 109.31394996494055], [-0.028182412732849, 43.74905093284332, 112.32894996367395]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.44294297728909, -0.6073120347973506;"{""coordinates"": [[-0.607819849587441, 43.442835002798034, -4.9476511776e-05], [-0.60680422000726, 43.44305095178016, -4.9477443099e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.65439250317881, -0.5449224485856612;"{""coordinates"": [[-0.544878733625156, 43.654382093810185, 129.2889501368627], [-0.544966163546167, 43.65440291254745, 130.75195013731718]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.60563831043473, 0.8750270219007847;"{""coordinates"": [[0.768090827293635, 43.61971463604734, 152.55595020297915], [0.981963216507934, 43.591561984822114, 172.09295025188476]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.43450324414641, 1.551246989534571;"{""coordinates"": [[1.551272590258589, 43.434391677664074, -4.9460679293e-05], [1.551221388810553, 43.43461481062875, -4.9460679293e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.28013258251735, -0.21712286413490128;"{""coordinates"": [[-0.217008440180386, 43.28013925628192, 279.2229508208111], [-0.217237288089417, 43.28012590875278, 276.76865082234144]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.71523229989054, 0.15668485676823424;"{""coordinates"": [[0.156516246781583, 43.715252214509185, -4.9972906709e-05], [0.156853466754886, 43.71521238527189, -4.9973838031e-05]], ""type"": ""LineString""}"
Occitanie;76;Ariège;9;43.07289660250853, 1.766392457143966;"{""coordinates"": [[1.766489914757793, 43.07297089131856, -4.8800371587e-05], [1.766294999530139, 43.072822313698495, -4.880130291e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.782896180800165, -0.2217041526139903;"{""coordinates"": [[-0.222783793694112, 43.78176296786709, 116.01794990431517], [-0.220624511533869, 43.784029393733235, 120.30094990041107]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.98497977564371, -0.5774902309545009;"{""coordinates"": [[-0.577492535320925, 44.985181753510595, -5.2296556532e-05], [-0.577487926588077, 44.984777797776815, -5.229562521e-05]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.68685738636667, 0.3306227557868533;"{""coordinates"": [[0.330595491399446, 43.68695047999354, -4.992261529e-05], [0.330650020174261, 43.68676429273979, -4.992261529e-05]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.29106079573722, 2.0462874723242357;"{""coordinates"": [[2.046091532352568, 43.29102117199245, -4.9199908972e-05], [2.046483412295903, 43.29110041948201, -4.9199908972e-05]], ""type"": ""LineString""}"
Occitanie;76;Hautes-Pyrénées;65;43.089558908473514, 0.37679962409432616;"{""coordinates"": [[0.376991129704457, 43.08948474171747, -4.8832036555e-05], [0.376608118484196, 43.08963307522958, -4.8832967877e-05]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.172410767931964, 0.9652076849248196;"{""coordinates"": [[0.965748366400429, 43.1722448928857, 274.14395102020353], [0.96466700344921, 43.17257664297823, 274.57765101641417]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.348447631684095, 1.2401238345878918;"{""coordinates"": [[1.224340719801383, 43.35730669908054, 211.8424506811425], [1.2559069493744, 43.339588564287645, 197.07395071256906]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.788295911152055, -0.09742980851844912;"{""coordinates"": [[-0.097492380484657, 43.788254934867815, 137.00594989117235], [-0.097367236552241, 43.788336887436294, 133.57694989163429]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.526699623181614, -0.9580076651215755;"{""coordinates"": [[-0.958173875574453, 43.52676455331291, -4.9630180001e-05], [-0.957841454668698, 43.52663469305031, -4.9630180001e-05]], ""type"": ""LineString""}"
Occitanie;76;Tarn-et-Garonne;82;44.08383060712646, 1.4291018482796205;"{""coordinates"": [[1.428986105738216, 44.0838330192445, -5.0647184253e-05], [1.429217590821025, 44.08382819500841, -5.0647184253e-05]], ""type"": ""LineString""}"
Occitanie;76;Aveyron;12;44.461342760066835, 2.2350670993543775;"{""coordinates"": [[2.234804708813194, 44.461155975243436, 489.90104866493493], [2.235329489895561, 44.46152954489023, -5.1337294281e-05]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;42.794468559137805, 0.5950028373814922;"{""coordinates"": [[0.595078242141951, 42.79447135484616, 626.0899517089128], [0.594927432621033, 42.79446576342945, 626.099951710552]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.921877190047496, -0.6308393666952019;"{""coordinates"": [[-0.650538291445406, 44.92580338894413, 23.405947813764215], [-0.611140441944998, 44.91795099115085, 5.520947826094925]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.185942742613655, 2.993901317605034;"{""coordinates"": [[2.993936071776307, 43.18578886068177, 10.797950993292034], [2.993866563433761, 43.18609662454554, 8.255950991995633]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.37796349961883, -0.6323570172019221;"{""coordinates"": [[-0.632301529562419, 43.37797244579059, 102.72395064216107], [-0.632412504841425, 43.37795455344706, 102.91495064180344]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.263228829287684, -0.19828647885702186;"{""coordinates"": [[-0.198471811674143, 43.26328002993126, -4.914868623e-05], [-0.198101146039901, 43.2631776286441, -4.9147754908e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.83238382075301, -0.7091350415246762;"{""coordinates"": [[-0.708520195519165, 43.83233670870358, -5.0186179578e-05], [-0.709749887530188, 43.832430932802446, -5.0188042223e-05]], ""type"": ""LineString""}"
